EVENTID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   ,TYPE  ,MAG ,,,
8,,,,,,,,,,,,,
,,,,,,,,,,,,,
559633,OTT      ,3/31/2005,27:34.3,43.3737,-78.5434,5,TRUE  ,OTT      ,MN    ,2,,,
8,,,,,,,,,,,,,
,,,,,,,,,,,,,
592215,OTT      ,4/20/2005,36:09.2,41.6162,-80.4093,5,TRUE  ,OTT      ,MN    ,2.2,,,
7,,,,,,,,,,,,,
,,,,,,,,,,,,,
494266,NEIC     ,4/23/2005,14:24:51,40.885,-74.069,6.6,TRUE  ,LDO      ,MD    ,1.9,,,
7,,,,,,,,,,,,,
,,,,,,,,,,,,,
564467,OTT      ,8/13/2005,43:28.8,42.0678,-80.4998,5,TRUE  ,OTT      ,MN    ,2.4,,,
7,,,,,,,,,,,,,
,,,,,,,,,,,,,
553021,NEIC     ,8/25/2005,12:56:31,35.876,-82.809,8,TRUE  ,CERI     ,MD    ,2.5,,,
7,,,,,,,,,,,,,
,,,,,,,,,,,,,
519763,NEIC     ,9/5/2005,02:35.8,38.19,-83.93,12.8,TRUE  ,CERI     ,MD    ,2.5,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
7749873,NEIC     ,11/13/2005,02:15.3,41.816,-81.18,5,TRUE  ,OGSO     ,MN    ,2.2,OTT      ,MN    ,2.4
,,,,,,,,,,,,,
OTT      ,MN    ,2.4,,,,,,,,,,,
7952398,NEIC     ,12/9/2005,35:46.7,40.97,-74.379,4.7,TRUE  ,LDO      ,ML    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
8029268,OTT      ,12/11/2005,20:01.2,41.9051,-80.8087,5,TRUE  ,OTT      ,MN    ,2.3,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
8078594,NEIC     ,1/13/2006,32:17.6,41.8,-81.45,7,TRUE  ,OGSO     ,MN    ,2.3,OTT      ,,
,,,,,,,,,,,,,
MN    ,2.5,OTT      ,MN    ,2.5,,,,,,,,,
8085375,NEIC     ,2/10/2006,13:30:42,41.75,-81.41,5,TRUE  ,LDO      ,ML ,,,,
,,,,,,,,,,,,,
   ,2.4,,,,,,,,,,,,
8106388,NEIC     ,2/17/2006,00:30.4,41.159,-74.557,8,TRUE  ,LDO      ,ML ,,,,
,,,,,,,,,,,,,
   ,0.9,,,,,,,,,,,,
9580015,OTT      ,2/27/2006,53:20.2,41.9141,-80.8397,5,TRUE  ,OTT      ,,,,,
,,,,,,,,,,,,,
MN    ,2,,,,,,,,,,,,
10606403,NEIC     ,3/19/2006,38:29.5,41.046,-73.987,1,TRUE  ,LDO      ,,,,,
,,,,,,,,,,,,,
ML    ,1.1,,,,,,,,,,,,
10607802,NEIC     ,3/21/2006,36:09.3,41.058,-73.983,0,TRUE  ,LDO      ,,,,,
,,,,,,,,,,,,,
ML    ,1.3,,,,,,,,,,,,
10611818,OTT      ,3/27/2006,24:30.5,41.8043,-81.4131,5,TRUE  ,,,,,,
,,,,,,,,,,,,,
OTT      ,MN    ,2.2,,,,,,,,,,,
8439432,OTT      ,4/6/2006,03:50.8,43.1465,-77.6932,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2.2,,,,,,,,,,
8439509,OTT      ,4/10/2006,55:51.7,41.8744,-80.8667,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2.1,,,,,,,,,,
8320649,NEIC     ,4/16/2006,29:12.4,40.228,-75.995,2,,,,,,,
,,,,,,,,,,,,,
TRUE  ,LDO      ,MD    ,1,,,,,,,,,,
8320669,NEIC     ,4/17/2006,27:03.6,40.266,-76.041,2,,,,,,,
,,,,,,,,,,,,,
TRUE  ,LDO      ,ML    ,1.2,,,,,,,,,,
8338415,OTT      ,5/4/2006,50:15.6,43.4796,-79.711,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,LDO      ,ML    ,2.5,,,,,,,,,,
8494632,OTT      ,5/7/2006,48:05.5,43.4609,-79.4644,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2.5,,,,,,,,,,
8494633,OTT      ,5/7/2006,32:49.3,42.1054,-82.4495,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2.2,,,,,,,,,,
8494946,OTT      ,5/21/2006,15:28.6,41.7987,-81.4241,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2.2,,,,,,,,,,
9971268,OTT      ,6/20/2006,57:23.4,41.8578,-81.2556,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2.3,,,,,,,,,,
9971409,OTT      ,6/22/2006,09:45.5,41.8529,-81.2454,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2.3,,,,,,,,,,
9971525,OTT      ,6/23/2006,08:47.7,43.0968,-80.9192,1,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2.1,,,,,,,,,,
9971845,OTT      ,6/28/2006,18:28.7,41.6861,-81.2434,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2.3,,,,,,,,,,
10170309,OTT      ,7/1/2006,25:53.0,41.8228,-81.2416,,,,,,,,
,,,,,,,,,,,,,
5,TRUE  ,OTT      ,MN    ,2.1,,,,,,,,,
8822327,OTT      ,9/14/2006,40:52.6,41.8233,-81.2574,,,,,,,,
,,,,,,,,,,,,,
5,TRUE  ,OTT      ,MN    ,2.1,,,,,,,,,
8939312,OTT      ,10/11/2006,51:22.3,42.0927,-,,,,,,,,
,,,,,,,,,,,,,
83.1439,5,TRUE  ,OTT      ,MN    ,2.3,,,,,,,,
10660968,NEIC     ,10/17/2006,,,,,,,,,,,
,,,,,,,,,,,,,
54:49.8,36.102,-80.308,1.2,TRUE  ,NEIC     ,MD    ,1.5,,,,,,
8823181,NEIC     ,10/18/2006,,,,,,,,,,,
,,,,,,,,,,,,,
47:28.8,36.087,-80.308,5,TRUE  ,NEIC     ,MD    ,1.3,,,,,,
10661102,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
11/3/2006,48:36.2,36.042,-80.258,2.1,TRUE  ,NEIC     ,MN    ,2.5,,,,,
9137311,OTT      ,,,,,,,,,,,,
,,,,,,,,,,,,,
11/27/2006,03:32.1,43.1014,-80.8729,0,TRUE  ,OTT      ,MN    ,2.2,,,,,
9137872,,,,,,,,,,,,,
,,,,,,,,,,,,,
NEIC     ,12/13/2006,07:52.9,40.292,-76.037,6,TRUE  ,LDO      ,MD    ,2.5,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
10378633,OTT      ,1/3/2007,08:31.1,41.7303,-80.1692,5,TRUE  ,OTT      ,MN    ,2.5,LDO      ,MD    ,
,,,,,,,,,,,,,
2.1,OTT      ,MN    ,2.5,,,,,,,,,,
10388641,OTT      ,1/17/2007,50:48.3,42.3298,-81.8173,5,TRUE  ,OTT      ,MN    ,,,,
,,,,,,,,,,,,,
2.1,,,,,,,,,,,,,
10390491,OTT      ,1/20/2007,20:00.6,42.6223,-78.8142,5,TRUE  ,LDO      ,,,,,
,,,,,,,,,,,,,
MD    ,2.4,,,,,,,,,,,,
10393021,OTT      ,1/22/2007,17:11.3,41.8821,-81.2762,5,TRUE  ,,,,,,
,,,,,,,,,,,,,
OTT      ,MN    ,2.2,,,,,,,,,,,
11705865,NEIC     ,3/26/2007,49:15.6,42.546,-73.938,0,,,,,,,
,,,,,,,,,,,,,
TRUE  ,LDO      ,MD    ,1.8,,,,,,,,,,
11922351,OTT      ,4/11/2007,32:16.8,43.3245,-76.9685,,,,,,,,
,,,,,,,,,,,,,
4.5,TRUE  ,OTT      ,MN    ,2.5,,,,,,,,,
11923873,OTT      ,4/12/2007,03:20.4,41.7219,-,,,,,,,,
,,,,,,,,,,,,,
82.9238,5,TRUE  ,OGSO     ,MN    ,2.5,,,,,,,,
11929685,NEIC     ,4/20/2007,42:12.0,,,,,,,,,,
,,,,,,,,,,,,,
40.231,-75.892,7,TRUE  ,NEIC     ,MN    ,2.1,LDO      ,MD    ,1.6,,,,
12655608,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
5/15/2007,19:54.3,40.311,-76.03,7,TRUE  ,LDO      ,MN    ,2.1,,,,,
12671780,OTT      ,,,,,,,,,,,,
,,,,,,,,,,,,,
6/4/2007,33:29.9,42.5981,-78.9699,5,TRUE  ,OTT      ,MN    ,2.5,,,,,
12760395,,,,,,,,,,,,,
,,,,,,,,,,,,,
NEIC     ,7/2/2007,6:02:43,43.1,-72.022,2.5,TRUE  ,WES      ,MN    ,1.9,,,,
12777452,,,,,,,,,,,,,
,,,,,,,,,,,,,
NEIC     ,7/24/2007,48:57.3,42.6,-74.12,14,TRUE  ,OTT      ,MN    ,2.3,OTT      ,MN    ,2.3,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
12936929,NEIC     ,8/5/2007,7:20:46,37.715,-77.68,8.2,TRUE  ,CERI     ,MN    ,2.1,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
2814081,OTT      ,8/27/2007,26:44.8,41.7499,-81.4215,5,TRUE  ,OTT      ,MN    ,2.3,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
2955159,OTT      ,9/1/2007,21:47.6,43.3365,-79.1771,5,TRUE  ,OTT      ,MN    ,2.4,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
2969580,OTT      ,9/22/2007,04:48.3,43.0106,-78.3261,5,TRUE  ,OTT      ,MN    ,2.3,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
3237815,NEIC     ,10/8/2007,11:15:16,42.813,-71.016,0.7,TRUE  ,WES      ,MD    ,1.8,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
3237859,NEIC     ,10/8/2007,28:02.1,39.343,-76.714,8,TRUE  ,LDO      ,MD    ,1.5,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13243463,OTT      ,10/16/2007,05:01.3,41.741,-81.417,5,TRUE  ,OTT      ,MN    ,2.5,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13245184,NEIC     ,10/19/2007,5:23:52,42.537,-71.496,0.5,TRUE  ,WES      ,MN    ,2.5,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13268524,NEIC     ,11/17/2007,22:55.7,37.393,-83.087,1,TRUE  ,NEIC     ,MN    ,2.5,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13270597,NEIC     ,11/20/2007,41:50.0,42.97,-71.02,0.8,TRUE  ,WES      ,MN    ,2.4,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13288515,OTT      ,12/13/2007,33:00.9,42.8023,-78.2215,18,TRUE  ,OTT      ,MN ,,,,
,,,,,,,,,,,,,
   ,2.2,,,,,,,,,,,,
13329988,OTT      ,1/8/2008,00:06.9,43.4601,-78.1375,5,TRUE  ,,,,,,
,,,,,,,,,,,,,
OTT      ,MN    ,2,,,,,,,,,,,
13338221,OTT      ,1/20/2008,56:01.7,43.2214,-79.8067,5,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2,,,,,,,,,,
12087515,OTT      ,2/28/2008,04:52.7,43.055,-80.8594,,,,,,,,
,,,,,,,,,,,,,
0,TRUE  ,OTT      ,MN    ,2,,,,,,,,,
13486128,NEIC     ,3/11/2008,10:31.0,41.438,-,,,,,,,,
,,,,,,,,,,,,,
72.483,2.9,TRUE  ,WES      ,MD    ,2.3,,,,,,,,
13488899,NEIC     ,3/14/2008,42:31.6,,,,,,,,,,
,,,,,,,,,,,,,
41.336,-74.452,3,TRUE  ,LDO      ,MD    ,2.3,,,,,,,
13488973,NEIC     ,3/15/2008,,,,,,,,,,,
,,,,,,,,,,,,,
1:18:44,41.337,-74.463,7,TRUE  ,LDO      ,MD    ,1.9,,,,,,
13376205,OTT      ,,,,,,,,,,,,
,,,,,,,,,,,,,
4/22/2008,27:24.6,42.6025,-78.9575,5,TRUE  ,OTT      ,MN    ,2.3,,,,,
10925348,,,,,,,,,,,,,
,,,,,,,,,,,,,
NEIC     ,5/6/2008,17:30:24,38.806,-77.219,6,TRUE  ,LDO      ,MD    ,2,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13376471,OTT      ,5/6/2008,04:09.4,43.4314,-71.631,5,TRUE  ,OTT      ,MN    ,2.2,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
3376568,OTT      ,5/12/2008,11:26.8,42.9108,-78.2723,5,TRUE  ,OTT      ,MN    ,2.3,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
1307670,OTT      ,6/15/2008,38:57.3,42.9409,-82.584,5,TRUE  ,OTT      ,MN    ,2.2,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13597001,OTT      ,7/21/2008,41:30.2,41.4727,-80.3666,5,TRUE  ,OTT      ,MN    ,2.3,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
11153870,NEIC     ,7/28/2008,20:09.5,40.582,-75.086,1,TRUE  ,LDO      ,MD    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
11308528,OTT      ,8/10/2008,21:14.2,43.2525,-80.1481,5,TRUE  ,OTT      ,MN    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
11308596,OTT      ,8/14/2008,32:17.2,41.8336,-81.0565,5,TRUE  ,OTT      ,MN    ,2.4,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13860376,OTT      ,9/10/2008,46:52.5,42.9823,-77.8098,1,TRUE  ,OTT      ,MN    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
11280374,OTT      ,9/18/2008,03:19.4,43.4139,-79.5771,5,TRUE  ,OTT      ,MN    ,,,,
,,,,,,,,,,,,,
2.2,,,,,,,,,,,,,
11343902,OTT      ,9/20/2008,16:43.7,41.7886,-81.4565,5,TRUE  ,OTT      ,,,,,
,,,,,,,,,,,,,
MN    ,2.4,,,,,,,,,,,,
11344965,NEIC     ,10/5/2008,36:48.1,40.054,-76.967,2,TRUE  ,LDO      ,,,,,
,,,,,,,,,,,,,
MD    ,2,,,,,,,,,,,,
13397484,NEIC     ,10/19/2008,22:07.4,40.078,-76.963,5,TRUE  ,,,,,,
,,,,,,,,,,,,,
LDO      ,MD    ,2.1,,,,,,,,,,,
13397488,NEIC     ,10/19/2008,58:31.8,40.092,-76.974,4,,,,,,,
,,,,,,,,,,,,,
TRUE  ,LDO      ,MD    ,1.8,,,,,,,,,,
13397491,NEIC     ,10/19/2008,17:34.8,40.1,-,,,,,,,,
,,,,,,,,,,,,,
77.009,5,TRUE  ,LDO      ,MD    ,1.7,,,,,,,,
13397556,NEIC     ,10/20/2008,,,,,,,,,,,
,,,,,,,,,,,,,
16:02.4,40.09,-76.984,5,TRUE  ,LDO      ,MD    ,1.5,,,,,,
13397905,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
10/23/2008,15:55:32,40.068,-76.962,5,TRUE  ,LDO      ,MD    ,1.2,,,,,
11374842,,,,,,,,,,,,,
,,,,,,,,,,,,,
OTT      ,10/28/2008,42:34.3,43.3065,-79.5836,5,TRUE  ,OTT      ,MN    ,2.1,,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
1451623,OTT      ,11/13/2008,28:00.5,43.28,-79.7855,5,TRUE  ,OTT      ,MN    ,2.4,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
12074932,OTT      ,11/26/2008,42:22.1,43.0964,-80.9358,0,TRUE  ,OTT      ,MN    ,2.2,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
11518353,OTT      ,12/23/2008,02:47.4,43.1956,-78.8751,5,TRUE  ,OTT      ,MN    ,,,,
,,,,,,,,,,,,,
2.1,,,,,,,,,,,,,
11532462,NEIC     ,12/31/2008,34:08.8,40.107,-77.003,1,TRUE  ,LDO      ,,,,,
,,,,,,,,,,,,,
MD    ,2.1,,,,,,,,,,,,
11613310,OTT      ,12/31/2008,30:10.3,43.2077,-81.1645,0,,,,,,,
,,,,,,,,,,,,,
TRUE  ,OTT      ,MN    ,2.1,,,,,,,,,,
14220456,OTT      ,1/23/2009,23:07.3,43.1985,-79.6569,,,,,,,,
,,,,,,,,,,,,,
0,TRUE  ,OTT      ,MN    ,2.1,,,,,,,,,
11617572,NEIC     ,1/26/2009,6:55:28,43.255,-,,,,,,,,
,,,,,,,,,,,,,
78.723,7,TRUE  ,LDO      ,MD    ,2.1,OTT      ,MN    ,2.3,OTT      ,MN    ,2.3,,
11670610,OTT      ,,,,,,,,,,,,
,,,,,,,,,,,,,
2/10/2009,24:30.8,42.1769,-82.9926,0,TRUE  ,OTT      ,MN    ,2.1,,,,,
11677836,,,,,,,,,,,,,
,,,,,,,,,,,,,
NEIC     ,2/14/2009,22:22:22,40.948,-74.392,2,TRUE  ,LDO      ,MD    ,2.4,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
14189635,NEIC     ,2/18/2009,42:35.6,40.868,-74.551,4,TRUE  ,LDO      ,MD    ,2.3,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
4189639,NEIC     ,2/18/2009,16:20:23,42.572,-74.101,10,TRUE  ,LDO      ,MD    ,2.4,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
4189803,NEIC     ,2/23/2009,46:20.3,42.574,-74.095,7,TRUE  ,LDO      ,MD    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
11729328,OTT      ,2/23/2009,32:27.1,41.7456,-81.4324,5,TRUE  ,OTT      ,MN    ,2.2,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13435646,OTT      ,3/7/2009,54:10.9,42.0991,-82.4769,18,TRUE  ,OTT      ,MN    ,2.2,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
12057636,OTT      ,3/20/2009,11:11.9,42.0191,-83.1174,5,TRUE  ,OTT      ,MN    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
12070677,OTT      ,3/26/2009,51:18.5,42.0535,-83.1735,5,TRUE  ,OTT      ,MN    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
12084978,OTT      ,4/2/2009,31:58.9,42.5913,-74.1106,5,TRUE  ,OTT      ,MN    ,,,,
,,,,,,,,,,,,,
2.5,,,,,,,,,,,,,
12086160,OTT      ,4/3/2009,06:07.2,42.8991,-82.4678,18,TRUE  ,OTT      ,,,,,
,,,,,,,,,,,,,
MN    ,2,,,,,,,,,,,,
12601050,OTT      ,4/15/2009,48:39.5,43.4724,-71.5299,5,TRUE  ,,,,,,
,,,,,,,,,,,,,
OTT      ,MN    ,2.1,,,,,,,,,,,
12742299,NEIC     ,4/22/2009,21:14.2,40.073,-77.002,1,,,,,,,
,,,,,,,,,,,,,
TRUE  ,LDO      ,MD    ,1.1,,,,,,,,,,
12742305,NEIC     ,4/23/2009,22:26:04,40.085,-,,,,,,,,
,,,,,,,,,,,,,
76.998,1,TRUE  ,LDO      ,MD    ,2.4,,,,,,,,
12759501,NEIC     ,4/30/2009,36:11.4,,,,,,,,,,
,,,,,,,,,,,,,
40.073,-77.013,1,TRUE  ,LDO      ,MD    ,2,,,,,,,
13439474,OTT      ,5/10/2009,,,,,,,,,,,
,,,,,,,,,,,,,
30:33.5,42.9019,-77.9609,5,TRUE  ,OTT      ,MN    ,2.1,,,,,,
12834805,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
5/11/2009,18:23.2,40.088,-77.001,1,TRUE  ,LDO      ,MD    ,1.3,,,,,
14646021,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
5/18/2009,7:21:57,42.567,-74.109,6,TRUE  ,LDO      ,MD    ,2.1,,,,,
14647182,NEIC     ,,,,,,,,,,,,
,,,,,,,,,,,,,
5/22/2009,11:20:58,35.773,-84,9.8,TRUE  ,CERI     ,MD    ,2.4,,,,,
13568737,,,,,,,,,,,,,
,,,,,,,,,,,,,
OTT      ,6/3/2009,44:40.9,42.8762,-71.7187,0,TRUE  ,OTT      ,MN    ,2.1,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13383613,NEIC     ,7/7/2009,59:52.6,37.639,-77.635,10.9,TRUE  ,BLA      ,MN    ,2.3,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
3587598,OTT      ,7/31/2009,36:58.9,43.4185,-79.578,5,TRUE  ,OTT      ,MN    ,2.2,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13552878,NEIC     ,8/2/2009,57:07.8,37.929,-77.58,8.7,TRUE  ,BLA      ,MN    ,2.3,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
3843431,OTT      ,8/11/2009,46:13.7,42.9906,-77.9444,1,TRUE  ,OTT      ,MN    ,2,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
3592768,OTT      ,8/19/2009,37:30.9,43.2631,-71.6999,5,TRUE  ,OTT      ,MN    ,2.1,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
3792909,NEIC     ,9/23/2009,45:59.9,42.825,-78.239,5,TRUE  ,LDO      ,MD    ,2.4,OTT      ,MN    ,2.4
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
5928186,NEIC     ,10/2/2009,15:28:47,36.047,-83.575,16.8,TRUE  ,CERI     ,MD    ,2.5,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
5746163,OTT      ,10/21/2009,59:46.6,41.801,-81.3069,5,TRUE  ,OTT      ,MN    ,2.4,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13936023,OTT      ,10/27/2009,59:53.4,43.235,-81.1598,0,TRUE  ,OTT      ,MN    ,2.1,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
14006343,OTT      ,11/13/2009,01:11.8,43.0596,-80.8689,0,TRUE  ,OTT      ,MN    ,,,,
,,,,,,,,,,,,,
2.1,,,,,,,,,,,,,
14167803,NEIC     ,12/13/2009,10:48.8,42.569,-74.108,10,TRUE  ,OTT      ,,,,,
,,,,,,,,,,,,,
MN    ,2.5,,,,,,,,,,,,
14203661,NEIC     ,12/20/2009,36:12.2,40.58,-75.191,3,TRUE  ,,,,,,
,,,,,,,,,,,,,
LDO      ,MD    ,2.3,,,,,,,,,,,
16413857,NEIC     ,12/26/2009,53:14.0,40.878,-74.55,6,,,,,,,
,,,,,,,,,,,,,
TRUE  ,LDO      ,MD    ,2,,,,,,,,,,
14219406,OTT      ,12/31/2009,42:23.5,43.0482,-,,,,,,,,
,,,,,,,,,,,,,
80.8687,0,TRUE  ,OTT      ,MN    ,2.2,,,,,,,,
16883387,NEIC     ,1/2/2010,15:14:59,,,,,,,,,,
,,,,,,,,,,,,,
42.839,-71.695,14.6,TRUE  ,WES      ,MD    ,2.3,,,,,,,
14542280,OTT      ,1/11/2010,,,,,,,,,,,
,,,,,,,,,,,,,
07:54.3,43.1794,-79.6658,0,TRUE  ,OTT      ,MN    ,2.2,,,,,,
14338306,OTT      ,,,,,,,,,,,,
,,,,,,,,,,,,,
